path,class_name,class_id
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_014.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132532_050.jpg,cerda_012,11
dataset_procesado\cerda_001\20260401_111332_012.jpg,cerda_001,0
dataset_procesado\cerda_003\20260320_141959_018.jpg,cerda_003,2
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132359_017.jpg,cerda_001,0
dataset_procesado\cerda_001\20260320_135731_031.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432375-20260317_132434_003.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132406_019.jpg,cerda_001,0
dataset_procesado\cerda_012\IMG-20250420-WA0164.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132323_037.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133528_014.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132551_019.jpg,cerda_012,11
dataset_procesado\cerda_006\IMG-20250420-WA0019.jpg,cerda_006,5
dataset_procesado\cerda_011\20260320_141258.jpg,cerda_011,10
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132328_045.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132551_049.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133542_020.jpg,cerda_002,1
dataset_procesado\cerda_011\20260320_141334.jpg,cerda_011,10
dataset_procesado\cerda_012\20260317_132546_007.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132100_033.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133458_017.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132551_035.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132532_011.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132500_013.jpg,cerda_012,11
dataset_procesado\cerda_004\20260320_140720_010.jpg,cerda_004,3
dataset_procesado\cerda_012\20260317_132546_060.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141703_031.jpg,cerda_007,6
dataset_procesado\cerda_007\20260320_141625_005.jpg,cerda_007,6
dataset_procesado\cerda_012\20260320_134909_003.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104735_028.jpg,cerda_005,4
dataset_procesado\cerda_001\20260401_111331.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132351_077.jpg,cerda_001,0
dataset_procesado\cerda_001\20260317_132406_039.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132242_010.jpg,cerda_001,0
dataset_procesado\cerda_012\20260401_111029_006.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132546_077.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133422_082.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132439_033.jpg,cerda_012,11
dataset_procesado\cerda_001\20260317_132359_052.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132500_009.jpg,cerda_012,11
dataset_procesado\cerda_003\20260317_133809_001.jpg,cerda_003,2
dataset_procesado\cerda_002\20260317_133605.jpg,cerda_002,1
dataset_procesado\cerda_002\20260317_133528_003.jpg,cerda_002,1
dataset_procesado\cerda_007\20260320_141702.jpg,cerda_007,6
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_009.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_050.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133538_012.jpg,cerda_002,1
dataset_procesado\cerda_007\20260317_134123_066.jpg,cerda_007,6
dataset_procesado\cerda_012\20260317_132532_021.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132546_050.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132359_028.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104628.jpg,cerda_005,4
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132546_045.jpg,cerda_012,11
dataset_procesado\cerda_012\20260320_134916_026.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134123_014.jpg,cerda_007,6
dataset_procesado\cerda_002\20260317_133502_008.jpg,cerda_002,1
dataset_procesado\cerda_002\20260317_133435_012.jpg,cerda_002,1
dataset_procesado\cerda_001\20260317_132406_062.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104558_037.jpg,cerda_005,4
dataset_procesado\cerda_002\20260317_133622_011.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132546_033.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432375-20260317_132439_033.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133542_019.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132447_027.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132100_047.jpg,cerda_001,0
dataset_procesado\cerda_003\20260320_142009.jpg,cerda_003,2
dataset_procesado\cerda_012\20260317_132551_001.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132406_044.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_061.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104558_003.jpg,cerda_005,4
dataset_procesado\cerda_001\20260401_111332_006.jpg,cerda_001,0
dataset_procesado\cerda_001\20260317_132359_057.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132532_070.jpg,cerda_012,11
dataset_procesado\cerda_001\20260317_132406_037.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132546_046.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132351_008.jpg,cerda_001,0
dataset_procesado\cerda_012\IMG-20250420-WA0148.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132351_048.jpg,cerda_001,0
dataset_procesado\cerda_003\20260320_142038.jpg,cerda_003,2
dataset_procesado\cerda_012\20260317_132434_037.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133458_036.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132546_018.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132546_026.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133601_021.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132100_018.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133601_020.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132351_007.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134940_008.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132351_094.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132551_029.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132242_065.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133538_003.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132542_023.jpg,cerda_012,11
dataset_procesado\cerda_003\20260317_133644.jpg,cerda_003,2
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132551_033.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132518_013.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133435_001.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132328_052.jpg,cerda_001,0
dataset_procesado\cerda_007\20260320_141703_006.jpg,cerda_007,6
dataset_procesado\cerda_005\20250511_104602_027.jpg,cerda_005,4
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132328_002.jpg,cerda_001,0
dataset_procesado\cerda_007\20260320_141655_040.jpg,cerda_007,6
dataset_procesado\cerda_012\.trashed-1776432377-20260317_132434_057.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132328_019.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132439_013.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132323_017.jpg,cerda_001,0
dataset_procesado\cerda_001\20260317_132406_057.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132328_034.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132546_028.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132532_071.jpg,cerda_012,11
dataset_procesado\cerda_008\20260320_142338_009.jpg,cerda_008,7
dataset_procesado\cerda_012\IMG-20250420-WA0158.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141703_028.jpg,cerda_007,6
dataset_procesado\cerda_012\20260317_132551_065.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132551_059.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133428_033.jpg,cerda_002,1
dataset_procesado\cerda_012\20260320_135017.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132328_060.jpg,cerda_001,0
dataset_procesado\cerda_009\20260320_140356.jpg,cerda_009,8
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132532_063.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133458_011.jpg,cerda_002,1
dataset_procesado\cerda_010\20260320_140134.jpg,cerda_010,9
dataset_procesado\cerda_001\20260317_132406_028.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133528_034.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132439_025.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_019.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133422_033.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132434_005.jpg,cerda_012,11
dataset_procesado\cerda_011\20260320_141211.jpg,cerda_011,10
dataset_procesado\cerda_012\20260317_132500_045.jpg,cerda_012,11
dataset_procesado\cerda_008\20260320_142338_008.jpg,cerda_008,7
dataset_procesado\cerda_011\20260320_141309_004.jpg,cerda_011,10
dataset_procesado\cerda_002\20260317_133428_061.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_061.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_091.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_084.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132434_021.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134135.jpg,cerda_007,6
dataset_procesado\cerda_006\IMG-20250420-WA0040.jpg,cerda_006,5
dataset_procesado\cerda_001\20260320_135728.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132532_019.jpg,cerda_012,11
dataset_procesado\cerda_012\20260401_111035.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432381-20260317_132447_008.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132500_010.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_067.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132340_005.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133422_067.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132100_040.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132542_011.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132546_039.jpg,cerda_012,11
dataset_procesado\cerda_011\20260320_141305_002.jpg,cerda_011,10
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132546_049.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133528_039.jpg,cerda_002,1
dataset_procesado\cerda_001\20260320_135731_006.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132500_019.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134123_065.jpg,cerda_007,6
dataset_procesado\cerda_012\.trashed-1776432229-20260317_132532_020.jpg,cerda_012,11
dataset_procesado\cerda_011\20260320_141200.jpg,cerda_011,10
dataset_procesado\cerda_012\20260317_132434_055.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132532_073.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132546_022.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132328_004.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104619.jpg,cerda_005,4
dataset_procesado\cerda_004\20260320_140720_023.jpg,cerda_004,3
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132406_052.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134930_028.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141655_034.jpg,cerda_007,6
dataset_procesado\cerda_003\20260320_141959_032.jpg,cerda_003,2
dataset_procesado\cerda_012\20260317_132532_082.jpg,cerda_012,11
dataset_procesado\cerda_009\20260320_140316.jpg,cerda_009,8
dataset_procesado\cerda_012\IMG-20250420-WA0142.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132551_004.jpg,cerda_012,11
dataset_procesado\cerda_012\20260320_134909_002.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104735_042.jpg,cerda_005,4
dataset_procesado\cerda_005\20250511_104618_001.jpg,cerda_005,4
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132351_025.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132242_066.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133446_026.jpg,cerda_002,1
dataset_procesado\cerda_003\20260320_141959_030.jpg,cerda_003,2
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132532_064.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132551_028.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132100_063.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132532_041.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133632.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132406_010.jpg,cerda_001,0
dataset_procesado\cerda_007\20260317_134206_086.jpg,cerda_007,6
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_009.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132233_016.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132546_029.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134123_055.jpg,cerda_007,6
dataset_procesado\cerda_007\20260317_134123_048.jpg,cerda_007,6
dataset_procesado\cerda_005\20250511_104602_002.jpg,cerda_005,4
dataset_procesado\cerda_001\20260320_135731_023.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132532_074.jpg,cerda_012,11
dataset_procesado\cerda_004\IMG-20250420-WA0053.jpg,cerda_004,3
dataset_procesado\cerda_012\20260317_132434_024.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132447_021.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132242_012.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134940_007.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132532_050.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132351_088.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132323_042.jpg,cerda_001,0
dataset_procesado\cerda_007\20260317_134123_064.jpg,cerda_007,6
dataset_procesado\cerda_008\20260320_142338_019.jpg,cerda_008,7
dataset_procesado\cerda_012\20260317_132546_061.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132551_010.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104558_021.jpg,cerda_005,4
dataset_procesado\cerda_003\20260320_141910.jpg,cerda_003,2
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132323_035.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133458_031.jpg,cerda_002,1
dataset_procesado\cerda_012\20260320_142836.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132551_035.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104613_020.jpg,cerda_005,4
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132406_035.jpg,cerda_001,0
dataset_procesado\cerda_004\20260320_140720_005.jpg,cerda_004,3
dataset_procesado\cerda_005\20250511_104613_009.jpg,cerda_005,4
dataset_procesado\cerda_012\20260317_132532_023.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432228-20260317_132542_023.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133428_060.jpg,cerda_002,1
dataset_procesado\cerda_003\20260320_141913.jpg,cerda_003,2
dataset_procesado\cerda_012\20260317_132434_009.jpg,cerda_012,11
dataset_procesado\cerda_012\20260320_134930_018.jpg,cerda_012,11
dataset_procesado\cerda_009\20260320_140401.jpg,cerda_009,8
dataset_procesado\cerda_005\20250511_104613_002.jpg,cerda_005,4
dataset_procesado\cerda_004\IMG-20250420-WA0046.jpg,cerda_004,3
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132359_015.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132434_015.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_028.jpg,cerda_012,11
dataset_procesado\cerda_001\20260320_135718.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132511_013.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132518_017.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132439_015.jpg,cerda_012,11
dataset_procesado\cerda_003\20260320_142042_011.jpg,cerda_003,2
dataset_procesado\cerda_003\20260320_141959_003.jpg,cerda_003,2
dataset_procesado\cerda_007\20260317_134142.jpg,cerda_007,6
dataset_procesado\cerda_004\IMG-20250420-WA0083.jpg,cerda_004,3
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132546_051.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132551_046.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432229-20260317_132551_062.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133428_013.jpg,cerda_002,1
dataset_procesado\cerda_012\20260317_132546_010.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132100_054.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132500_054.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141655_014.jpg,cerda_007,6
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132500_050.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132351_097.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432231-20260317_132532_038.jpg,cerda_012,11
dataset_procesado\cerda_012\IMG-20250420-WA0157.jpg,cerda_012,11
dataset_procesado\cerda_005\20250511_104602_020.jpg,cerda_005,4
dataset_procesado\cerda_012\20260317_132518_004.jpg,cerda_012,11
dataset_procesado\cerda_012\20260320_134813.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132406_026.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132551_054.jpg,cerda_012,11
dataset_procesado\cerda_001\20260320_135737.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133542_006.jpg,cerda_002,1
dataset_procesado\cerda_007\20260317_134206_075.jpg,cerda_007,6
dataset_procesado\cerda_003\20260320_141959_047.jpg,cerda_003,2
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132100_004.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133537.jpg,cerda_002,1
dataset_procesado\cerda_002\20260317_133622_004.jpg,cerda_002,1
dataset_procesado\cerda_004\20260320_140635.jpg,cerda_004,3
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132406_036.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134940_012.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132242_037.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134930_030.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133435_003.jpg,cerda_002,1
dataset_procesado\cerda_007\20260317_134123_051.jpg,cerda_007,6
dataset_procesado\cerda_004\IMG-20250420-WA0052.jpg,cerda_004,3
dataset_procesado\cerda_007\20260317_134123_069.jpg,cerda_007,6
dataset_procesado\cerda_002\20260317_133458_027.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432381-20260317_132447_033.jpg,cerda_012,11
dataset_procesado\cerda_001\20260320_140941.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432378-20260317_132100_003.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134930_008.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132439_014.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132242_023.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132439_022.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132242_004.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432229-20260317_132500_007.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132406_041.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132532_078.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132532_035.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133422_048.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132546_042.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132439_008.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132359_024.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132546_045.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133458_033.jpg,cerda_002,1
dataset_procesado\cerda_002\20260317_133422_018.jpg,cerda_002,1
dataset_procesado\cerda_001\20260317_132406_058.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133428_024.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132242_006.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_057.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132434_009.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132439_028.jpg,cerda_012,11
dataset_procesado\cerda_007\20260320_141646.jpg,cerda_007,6
dataset_procesado\cerda_007\20260320_141655_027.jpg,cerda_007,6
dataset_procesado\cerda_012\20260317_132447_006.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132546_042.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132100_037.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132434_008.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132323_013.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432375-20260317_132100_038.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133435_005.jpg,cerda_002,1
dataset_procesado\cerda_006\IMG-20250420-WA0026.jpg,cerda_006,5
dataset_procesado\cerda_005\20250511_104542.jpg,cerda_005,4
dataset_procesado\cerda_012\20260317_132439_002.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132532_024.jpg,cerda_012,11
dataset_procesado\cerda_003\20260320_142037.jpg,cerda_003,2
dataset_procesado\cerda_004\20260320_140654.jpg,cerda_004,3
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132532_035.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133628.jpg,cerda_002,1
dataset_procesado\cerda_005\20250511_104602_008.jpg,cerda_005,4
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132351_045.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132447_055.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133601_023.jpg,cerda_002,1
dataset_procesado\cerda_001\20260317_132406_034.jpg,cerda_001,0
dataset_procesado\cerda_002\20260317_133422_034.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132328_050.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132447_047.jpg,cerda_012,11
dataset_procesado\cerda_007\20260317_134132.jpg,cerda_007,6
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132340_044.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104735_031.jpg,cerda_005,4
dataset_procesado\cerda_012\20260317_132542_003.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133446_016.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132323_043.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432229-20260317_132551_073.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132546_048.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132359_036.jpg,cerda_001,0
dataset_procesado\cerda_005\20250511_104602_029.jpg,cerda_005,4
dataset_procesado\cerda_003\20260320_141959_036.jpg,cerda_003,2
dataset_procesado\cerda_002\20260317_133446_035.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132340_082.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132546_017.jpg,cerda_012,11
dataset_procesado\cerda_012\20260320_134930_027.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132351_087.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132328_005.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_073.jpg,cerda_001,0
dataset_procesado\cerda_012\.trashed-1776432229-20260317_132532_084.jpg,cerda_012,11
dataset_procesado\cerda_012\.trashed-1776432378-20260317_132434_058.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133422_006.jpg,cerda_002,1
dataset_procesado\cerda_007\20260317_134123_018.jpg,cerda_007,6
dataset_procesado\cerda_003\20260320_142032_011.jpg,cerda_003,2
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132500_070.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432380-20260317_132340_067.jpg,cerda_001,0
dataset_procesado\cerda_012\20260317_132447_003.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132434_032.jpg,cerda_012,11
dataset_procesado\cerda_012\20260317_132546_020.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133502_006.jpg,cerda_002,1
dataset_procesado\cerda_012\.trashed-1776432230-20260317_132532_056.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432376-20260317_132100_035.jpg,cerda_001,0
dataset_procesado\cerda_012\20260401_111041_015.jpg,cerda_012,11
dataset_procesado\cerda_002\20260317_133615.jpg,cerda_002,1
dataset_procesado\cerda_001\20260320_135751.jpg,cerda_001,0
dataset_procesado\cerda_001\20260317_133413_052.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134940_003.jpg,cerda_012,11
dataset_procesado\cerda_001\20260317_133413_076.jpg,cerda_001,0
dataset_procesado\cerda_001\20260317_132359_039.jpg,cerda_001,0
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132340_011.jpg,cerda_001,0
dataset_procesado\cerda_007\20260317_134206_082.jpg,cerda_007,6
dataset_procesado\cerda_007\20260317_134206_084.jpg,cerda_007,6
dataset_procesado\cerda_002\20260317_133446_018.jpg,cerda_002,1
dataset_procesado\cerda_001\.trashed-1776432377-20260317_132406_030.jpg,cerda_001,0
dataset_procesado\cerda_012\20260320_134944.jpg,cerda_012,11
dataset_procesado\cerda_001\.trashed-1776432379-20260317_132406_021.jpg,cerda_001,0
